"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/Crowd/0/Transgender safespace","additionalInfo/Crowd/1/LGBTQ+ friendly","additionalInfo/Crowd/1/Transgender safespace","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Offerings/0/Installation service","additionalInfo/Offerings/0/Repair services","additionalInfo/Offerings/1/Installation service","additionalInfo/Offerings/1/Repair services","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/English","additionalInfo/Service options/0/Online estimates","additionalInfo/Service options/0/Onsite services","additionalInfo/Service options/1/English","additionalInfo/Service options/1/Online estimates","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/2/English","additionalInfo/Service options/2/Online estimates","additionalInfo/Service options/2/Onsite services","additionalOpeningHours/Access/0/day","additionalOpeningHours/Access/0/hours","additionalOpeningHours/Access/1/day","additionalOpeningHours/Access/1/hours","additionalOpeningHours/Access/2/day","additionalOpeningHours/Access/2/hours","additionalOpeningHours/Access/3/day","additionalOpeningHours/Access/3/hours","additionalOpeningHours/Access/4/day","additionalOpeningHours/Access/4/hours","additionalOpeningHours/Access/5/day","additionalOpeningHours/Access/5/hours","additionalOpeningHours/Access/6/day","additionalOpeningHours/Access/6/hours","additionalOpeningHours/Online service hours/0/day","additionalOpeningHours/Online service hours/0/hours","additionalOpeningHours/Online service hours/1/day","additionalOpeningHours/Online service hours/1/hours","additionalOpeningHours/Online service hours/2/day","additionalOpeningHours/Online service hours/2/hours","additionalOpeningHours/Online service hours/3/day","additionalOpeningHours/Online service hours/3/hours","additionalOpeningHours/Online service hours/4/day","additionalOpeningHours/Online service hours/4/hours","additionalOpeningHours/Online service hours/5/day","additionalOpeningHours/Online service hours/5/hours","additionalOpeningHours/Online service hours/6/day","additionalOpeningHours/Online service hours/6/hours","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","checkInDate","checkOutDate","cid","city","claimThisBusiness","countryCode","depth","description","domain","emails/0","emails/1","emails/2","emails/3","emails/4","emails/5","facebooks/0","facebooks/1","fid","floor","googleFoodUrl","hotelStars","imageUrl","imagesCount","instagrams/0","instagrams/1","isAdvertisement","kgmid","language","linkedIns/0","locatedIn","location/lat","location/lng","menu","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","phones/0","phones/1","phones/2","phones/3","phones/4","phones/5","phones/6","phones/7","phones/8","phones/9","phones/10","phonesUncertain/0","phonesUncertain/1","phonesUncertain/2","phonesUncertain/3","phonesUncertain/4","phonesUncertain/5","phonesUncertain/6","phonesUncertain/7","phonesUncertain/8","phonesUncertain/9","phonesUncertain/10","phonesUncertain/11","phonesUncertain/12","pinterests/0","placeId","plusCode","postalCode","price","rank","reserveTableUrl","reviews","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","scrapedUrls/0","scrapedUrls/1","scrapedUrls/2","scrapedUrls/3","scrapedUrls/4","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","tiktoks/0","tiktoks/1","title","totalScore","twitters/0","url","website","whatsapps/0","youtubes/0","youtubes/1","youtubes/2","youtubes/3"
,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumber","Service establishment",,,,,,,,,"Plumber",,,"478366806789713371",,"false",,"0",,"dpandg.ca","tycho@dpandg.ca","tychoplumbing@gmail.com",,,,,"https://www.facebook.com/degrootplumbingandgas",,"0x6622733a3a8270d1:0x6a380138709eddb",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFqqcBMOrFnPCZfzPMtbGnGf5uFUFnYOv0ydsN3mXiDrfnYyD0neMZDrO0-rIYyTQDgA4yk_w0V8mcWIkudGRoOWftafsRa2wNedT5HTL_GxFjli2DZSB-mSAFrO-f6DmTKldPdnKdCn5M=w408-h541-k-no","76","https://www.instagram.com/degrootplumbingandgas",,"false","/g/11x7qwk844","en",,,"51.092555","-114.0527286",,,"Monday","9 AM to 5 PM","Tuesday","9 AM to 5 PM","Wednesday","9 AM to 5 PM","Thursday","9 AM to 5 PM","Friday","9 AM to 5 PM","Saturday","Closed","Sunday","Closed","false","+1 587-434-0050","+15874340050","5874340050",,,,,,,,,,,"(587) 434-0050",,,,,,,,,,,,,,"ChIJ0XCCOjpzImYR2-0JhxOAowY",,,,"14",,,"11",,,,,,"2026-04-18T17:36:26.613Z","https://dpandg.ca/","https://dpandg.ca/contact-us","https://dpandg.ca/poly-b-replacement","https://dpandg.ca/water-heaters","https://dpandg.ca/","https://www.google.com/maps/search/plumber/@50.855265977028644,-113.88334802444844,13z?hl=en","plumber",,,,"false",,,"de Groot Plumbing and Gas","5",,"https://www.google.com/maps/search/?api=1&query=de%20Groot%20Plumbing%20and%20Gas&query_place_id=ChIJ0XCCOjpzImYR2-0JhxOAowY","https://www.dpandg.ca/",,,,,
,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumber","Drainage service","Service establishment",,,,,,,,"Plumber",,,"7307109438889386668",,"false",,,,,,,,,,,,,"0xab5d39d2eb3e3b95:0x65681151e7e7e2ac",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtl9IHySq0iFMOio7640_FI2dpa09ew6vpqhCINo3m_-_fsgqvF1O9M2TcSEo3csztFHXPkpujCDmpjhR7b6AN6E0n5gjGy5AWEx16FgP7AeuUAlye3KrFf-_bZHt6578O6qhn=w408-h548-k-no","27",,,"false","/g/11qr7qzhhf","en",,,"51.0232373","-114.087835",,,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 403-354-0019","+14033540019",,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJlTs-69I5XasRrOLn51ERaGU",,,,"7",,,"9",,,,,,"2026-04-18T17:36:26.612Z",,,,,,"https://www.google.com/maps/search/plumber/@50.855265977028644,-113.88334802444844,13z?hl=en","plumber",,,,"false",,,"14 Street Drain Company","5",,"https://www.google.com/maps/search/?api=1&query=14%20Street%20Drain%20Company&query_place_id=ChIJlTs-69I5XasRrOLn51ERaGU",,,,,,
,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumber","Service establishment",,,,,,,,,"Plumber",,,"10667400544077273186",,"false",,,,,,,,,,,,,"0x82bcce70b5a0982f:0x940a3846ca88d862",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGE82p6126dUsrNYUezzuvW8Bp4rSpw6P-FOTPmwAG4kEcR_1FQ3Sbi0oISpdWS5BhBpmsFZLyxTgriFiVDkYQYeXZD0ce4zE3NaQviz2gqlbbyVei6QnU-NwsXqE0cnbtVKtpX3-uAO5SD=w408-h544-k-no","12",,,"false","/g/11ym9h585y","en",,,"51.0276233","-114.087835",,,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Closed","false","+1 825-521-1307","+18255211307",,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJL5igtXDOvIIRYtiIykY4CpQ",,,,"5",,,"14",,,,,,"2026-04-18T17:36:26.612Z",,,,,,"https://www.google.com/maps/search/plumber/@50.855265977028644,-113.88334802444844,13z?hl=en","plumber",,,,"false",,,"Prairie Dog Plumbing","5",,"https://www.google.com/maps/search/?api=1&query=Prairie%20Dog%20Plumbing&query_place_id=ChIJL5igtXDOvIIRYtiIykY4CpQ",,,,,,
,,,,,,,,,"true",,,"true",,"true",,,"true",,,,,,,,,"true",,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14 Mahogany Passage SE, Calgary, AB T3M 2K6, Canada","Plumber","Air conditioning repair service","Electrical installation service","Furnace parts supplier","Furnace repair service","Furnace store","Gasfitter","Heating equipment supplier","HVAC contractor","Sheet metal contractor","Plumber",,,"664383999022982070","Calgary","false","CA","0",,"purcellheating.ca","services@purcellheating.ca",,,,,,"https://www.facebook.com/PurcellHvac",,"0x826619800ba5d717:0x9385dba2037e3b6",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_kMQ_6AMwnoZMXhgUYwKb3bShWMMe6EvwUU0ZAXAyCyTjk8qQhC32XjEMi2XTrVjVszRMNqpTC11uSVT_JbLoNJ8T_yhLgtt4g6myYpwrGtZjwx1vgk5gLT7uYz9pAOElx09A7XxFl1nf=w408-h544-k-no","37","https://www.instagram.com/purcellheatingair","https://www.instagram.com/purcell_heating_and_air_bc","false","/g/11xmntmq3f","en",,,"50.8897662","-113.9380778",,"Mahogany","Monday","7:30 AM to 5:30 PM","Tuesday","7:30 AM to 5:30 PM","Wednesday","7:30 AM to 5:30 PM","Thursday","7:30 AM to 5:30 PM","Friday","7:30 AM to 5:30 PM","Saturday","8:30 AM to 3 PM","Sunday","Closed","false","+1 403-312-9099","+14033129099",,,,,,,,,,,,"(403) 312-9099","(250) 688-9222","0209624",,,,,,,,,,,,"ChIJF9elC4AZZoIRtuM3ILpdOAk",,"T3M 2K6",,"13",,,"78",,,,,,"2026-04-18T17:36:26.613Z","https://www.purcellheating.ca/","https://www.purcellheating.ca/contact-us/","https://www.purcellheating.ca/blogs/","https://www.purcellheating.ca/#content","https://www.purcellheating.ca/alberta-membership-plans/","https://www.google.com/maps/search/plumber/@50.855265977028644,-113.88334802444844,13z?hl=en","plumber","Alberta","14 Mahogany Passage SE",,"false",,,"Purcell Heating and Air Ltd","5",,"https://www.google.com/maps/search/?api=1&query=Purcell%20Heating%20and%20Air%20Ltd&query_place_id=ChIJF9elC4AZZoIRtuM3ILpdOAk","https://www.purcellheating.ca/",,,,,
,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12180 44 St SE Bay 38, Calgary, AB T2Z 4A2, Canada","HVAC contractor","Air conditioning repair service","Furnace repair service","Heating contractor",,,,,,,"HVAC contractor",,,"8542516650540377889","Calgary","false","CA","0",,"generalplumbing.ca","info@generalplumbing.ca",,,,,,"https://www.facebook.com/General-Plumbing-And-Heating-494499587290525",,"0x537179e3cbf61307:0x768d1da22b51a721",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHzHwnAXuaYbgm3qMD6FdH3xk9NWzC7z2dBjluhXMkAd4BRS41Fuf1e3Fh1Lgmk9hX0qd_HXECSJ7hrnjimNlri0RvQ7haFzKFscrte-1r1k4LXsEBFkImdD7NSEgYHc1HJ0Sr=w408-h306-k-no","55",,,"false","/g/11cs47pr2c","en",,,"50.941691","-113.9707889",,"East Shepard Industrial","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 403-390-1115","+14033901115","4033901115","4033529872",,,,,,,,,,"(403) 390-1115","(403) 352-9872",,,,,,,,,,,,,"ChIJBxP2y-N5cVMRIadRK6IdjXY",,"T2Z 4A2",,"29",,,"521","495","13","8","3","2","2026-04-18T17:36:26.992Z","https://generalplumbing.ca/","https://generalplumbing.ca/services/","https://generalplumbing.ca/contact/","https://generalplumbing.ca/","https://generalplumbing.ca/boiler-hydronic-systems/","https://www.google.com/maps/search/plumber/@50.94138981351432,-113.88334802444844,13z?hl=en","plumber","Alberta","12180 44 St SE Bay 38",,"false",,,"Alberta General Plumbing","4.9","https://twitter.com/GeneralPlumbin1","https://www.google.com/maps/search/?api=1&query=Alberta%20General%20Plumbing&query_place_id=ChIJBxP2y-N5cVMRIadRK6IdjXY","https://generalplumbing.ca/",,,,,
,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumber","Service establishment",,,,,,,,,"Plumber",,,"15943760932764398022",,"false",,"0",,"serenityvalleyplumbing.ca","info@serenityvalleyplumbing.ca",,,,,,"https://www.facebook.com/serenityvalleyplumbing",,"0x60ae82b949c7fcaf:0xdd439e183d2c31c6",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcvCx6vTgXE30NAl26BQeCZ6W_pkYmA6La3RqVjp1vK4p6_SlugztIy4QGbTl87nV-e13HVPUnKHybYBiMlmQE1-KXgqGUR1HpwXsWP5tON17wHKE3gUfA3ygcipBH4EFEChWnzLdFtDMl=w408-h544-k-no","4","https://www.instagram.com/serenityvalleyplumbing",,"false","/g/11mzs7h7bq","en",,,"51.0276233","-114.087835",,,"Monday","9 AM to 5 PM","Tuesday","9 AM to 5 PM","Wednesday","9 AM to 5 PM","Thursday","9 AM to 5 PM","Friday","9 AM to 5 PM","Saturday","9 AM to 5 PM","Sunday","9 AM to 5 PM","false","+1 587-999-2014","+15879992014",,,,,,,,,,,,"396145858358709","1772672058628","43180045","1774716880553","(587) 999-2014","1656615088309",,,,,,,,,"ChIJr_zHSbmCrmARxjEsPRieQ90",,,,"10",,,"4",,,,,,"2026-04-18T17:36:26.612Z","http://www.serenityvalleyplumbing.ca/","http://www.serenityvalleyplumbing.ca/contact","http://www.serenityvalleyplumbing.ca/about","http://www.serenityvalleyplumbing.ca/#page","http://www.serenityvalleyplumbing.ca/","https://www.google.com/maps/search/plumber/@50.855265977028644,-113.88334802444844,13z?hl=en","plumber",,,,"false",,,"Serenity Valley Plumbing","5",,"https://www.google.com/maps/search/?api=1&query=Serenity%20Valley%20Plumbing&query_place_id=ChIJr_zHSbmCrmARxjEsPRieQ90","http://serenityvalleyplumbing.ca/",,,,,
,,,,,,,,,,,,,,,"true",,,"true",,,"true","true",,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125 Mahogany St S E Unit 101, Calgary, AB T3M 0T2, Canada","Plumber","Air conditioning contractor","Air conditioning repair service","Furnace repair service","Gas installation service","Gasfitter","Heating contractor","HVAC contractor","Sheet metal contractor",,"Plumber",,,"2072575069777987683","Calgary","false","CA","0",,"kanmechanical.com","info@kanmechanical.com",,,,,,"https://www.facebook.com/profile.php?id=100071280872584",,"0x24f07e676e7a3c3f:0x1cc3440b84728863",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEvPSRzMDtLTVrX7NZ43J-eG7TNsymhhUpCYxEGHnFpF28E4BqP3FlCBCRbU5EfcxC2tBUPw92LoNw13sWwrJeAQMrDtCvKqcBQcpbyDuZidsstExM9Y7FC-11R6ardQZSWH4F_1A2qMkNF=w408-h544-k-no","28","https://www.instagram.com/kan.mechanical",,"false","/g/11sx3mw5zl","en","https://www.linkedin.com/company/kan-mechanical-inc",,"50.8962234","-113.9400124",,"Mahogany","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Closed","false","+1 403-383-0063","+14033830063","(403)383-0063","(403) 383-0063",,,,,,,,,,"(403) 383-0063",,,,,,,,,,,,,,"ChIJPzx6bmd-8CQRY4hyhAtEwxw",,"T3M 0T2",,"19",,,"110",,,,,,"2026-04-18T17:36:26.142Z","https://kanmechanical.com/","https://kanmechanical.com/contact-us/","https://kanmechanical.com/about/","https://kanmechanical.com/careers/","https://kanmechanical.com/blog/","https://www.google.com/maps/search/plumber/@50.94138981351432,-113.88334802444844,13z?hl=en","plumber","Alberta","125 Mahogany St S E Unit 101",,"false",,,"KAN Mechanical Plumbing & Heating","4.8",,"https://www.google.com/maps/search/?api=1&query=KAN%20Mechanical%20Plumbing%20%26%20Heating&query_place_id=ChIJPzx6bmd-8CQRY4hyhAtEwxw","http://kanmechanical.com/",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4150 Seton Dr SE #404, Calgary, AB T3M 3C7, Canada","Mechanical contractor","Home builder",,,,,,,,,"Mechanical contractor",,,"3771738947832254970","Calgary","false","CA","0",,"modernmechanicalservices.ca","filler@godaddy.com",,,,,,,,"0x53719d7176b2bda7:0x3457e896eb0c11fa",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEb2b2zjCH50weWOas4O_fIzPctRHbiKg4AME3aBKjjkSZyvfJ2H8mfSky9OiWs1y-3dLCOT1RLAuQWQieWi6Ah0e_oe_kqDQXGRwRjEcozMX5-VgnPsaW8ck3lYQS4GTxSQZr0=w408-h544-k-no","74",,,"false","/g/11qnwsyqk9","en",,,"50.8770499","-113.9506",,"Southeast Calgary","Monday","8 AM to 5 PM","Tuesday","8 AM to 5 PM","Wednesday","8 AM to 5 PM","Thursday","8 AM to 5 PM","Friday","8 AM to 5 PM","Saturday","Closed","Sunday","Closed","false","+1 587-436-9108","+15874369108","15874369108",,,,,,,,,,,"587-436-9108","404-4150",,,,,,,,,,,,,"ChIJp72ydnGdcVMR-hEM65boVzQ",,"T3M 3C7",,"3",,,"101",,,,,,"2026-04-18T17:36:26.612Z","https://modernmechanicalservices.ca/","https://modernmechanicalservices.ca/contact-us","https://modernmechanicalservices.ca/m/create-account","https://modernmechanicalservices.ca/m/login?r=%2Fm%2Faccount","https://modernmechanicalservices.ca/#","https://www.google.com/maps/search/plumber/@50.855265977028644,-113.88334802444844,13z?hl=en","plumber","Alberta","4150 Seton Dr SE #404",,"false",,,"Modern Mechanical Services","5",,"https://www.google.com/maps/search/?api=1&query=Modern%20Mechanical%20Services&query_place_id=ChIJp72ydnGdcVMR-hEM65boVzQ","https://modernmechanicalservices.ca/","https://wa.me/15874369108",,,,
,,"false",,,,,"false","true","true",,,"true",,,"true",,,"true",,,"true","true",,,,"true",,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4063 74 Ave SE Unit 5, Calgary, AB T2C 2H9, Canada","Plumber","Drainage service","HVAC contractor",,,,,,,,"Plumber",,,"13884731922163014651","Calgary","false","CA","0",,"ace-plumbing.ca",,,,,,,"https://www.facebook.com/Aceplumbingcalgary",,"0x53717a10fda669f7:0xc0b07a1e660d9bfb",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8ohYlD_vzR7_M8_mv7tGlMjYsUfL-83WYUFwtvKVavpqKKUh5qxNbQJgQ1UziPDvHQVks4pUvLiNytmFFNKECtul7i5KvNdtZSqWGVTrpmwsu1Sd2525u77sc2fKibDVeCdBJHQ=w408-h271-k-no","45","https://www.instagram.com/aceplumbingyyc",,"false","/g/1tr9n2s8","en",,,"50.9876977","-113.9776616",,"Southeast Calgary","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 403-917-1177","+14039171177","587-317-2760",,,,,,,,,,,"587-317-2760","587-317-2958",,,,,,,,,,,,,"ChIJ92mm_RB6cVMR-5sNZh56sMA",,"T2C 2H9",,"20",,,"738",,,,,,"2026-04-18T17:36:26.142Z","https://www.ace-plumbing.ca/","https://www.ace-plumbing.ca/contact/schedule-service","https://www.ace-plumbing.ca/contact/careers","https://www.ace-plumbing.ca/contact/free-quote","https://www.ace-plumbing.ca/contact/message","https://www.google.com/maps/search/plumber/@50.94138981351432,-113.88334802444844,13z?hl=en","plumber","Alberta","4063 74 Ave SE Unit 5",,"false",,,"Ace Plumbing and Heating","4.6","https://twitter.com/AcePlumbing","https://www.google.com/maps/search/?api=1&query=Ace%20Plumbing%20and%20Heating&query_place_id=ChIJ92mm_RB6cVMR-5sNZh56sMA","https://ace-plumbing.ca/",,"https://www.youtube.com/watch?v=eJ_NtfeM9nQ",,,
,,,,,,,,,,,,,,,"true",,,"true",,,"true",,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81 Masters St SE, Calgary, AB T3M 2R7, Canada","Plumber","Bathroom remodeler","Drainage service","Furnace repair service","Gasfitter","Water softening equipment supplier",,,,,"Plumber",,,"7681717763336104074","Calgary","false","CA","0",,"integrityplumbingyyc.ca","info@integrityplumbingyyc.ca","info@mysite.com",,,,,"https://www.facebook.com/integrityplumbingsolution","facebook.com/integrityplumbingsolution","0x49cd8ae9356db7cb:0x6a9af19b3474e88a",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLWO96Y87FSxJP_ij98A7mfcFtoLKdCqtxKxTQ8OaGH6y68EWfp9LS84u-vNbYcVAg039PtpU5c-ORZj6ut5dHvy6PH4pOVoV5RA3-df8O7aLi8FfDsDo6C0X_85mL6-DwMSqgpSHYYh26=w408-h510-k-no","77","https://www.instagram.com/integrityplumbing24",,"false","/g/11yk49p65d","en",,,"50.8952392","-113.908637",,"Mahogany","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 403-307-0760","+14033070760","+14033070760","1234567890",,,,,,,,,,"403-307-0760","123-456-7890",,,,,,,,,,,,"https://www.pinterest.com/integrityplumbing24","ChIJy7dtNemKzUkRiuh0NJvxmmo",,"T3M 2R7",,"2",,,"140",,,,,,"2026-04-18T17:36:26.612Z","https://www.integrityplumbingyyc.ca/","https://www.integrityplumbingyyc.ca/contact-us","https://www.integrityplumbingyyc.ca/blog","https://www.integrityplumbingyyc.ca/about-us","https://www.integrityplumbingyyc.ca/","https://www.google.com/maps/search/plumber/@50.855265977028644,-113.88334802444844,13z?hl=en","plumber","Alberta","81 Masters St SE",,"false","https://www.tiktok.com/@yourplumberyyc",,"Integrity Plumbing Solutions","5","https://x.com/integrity_plumb","https://www.google.com/maps/search/?api=1&query=Integrity%20Plumbing%20Solutions&query_place_id=ChIJy7dtNemKzUkRiuh0NJvxmmo","https://www.integrityplumbingyyc.ca/",,,,,
"true",,,,,,,,,,,,,,,"true",,,"true",,,"true","true",,,,,"true",,"false",,,,,"Monday","9 AM–6 PM","Tuesday","9 AM–6 PM","Wednesday","9 AM–6 PM","Thursday","9 AM–6 PM","Friday","9 AM–6 PM","Saturday","10 AM–4 PM","Sunday","10 AM–4 PM",,,,,,,,,,,,,,,"14, 4550 112 Avenue Southeast, Calgary, AB T2C 2K2, Canada","Plumber","Electrician","Furnace repair service","HVAC contractor",,,,,,,"Plumber",,,"6111861913001054238","Calgary","false","CA","0",,"petetheplumber.com",,,,,,,"https://www.facebook.com/PeteThePlumberCalgary",,"0x537177605ba73c6d:0x54d1b20720aad01e",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0M1xpiOd8H2ylnD2xnhX4ZryZ2KkKijXSkNjQoGTTOA3O7xCfNTXF3At-657qHCX6lmJnV3cuyTJkTcG33Fx3Gyd-fFnfe-OCZEqFWlTqQAo3eSFSeid-P8iy7NEVHmWWjKtK4Q=w408-h272-k-no","78",,,"false","/g/1tff78t8","en",,,"50.9521196","-113.970737",,"East Shepard Industrial","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 403-257-1766","+14032571766","+14032571766","4032571766","403 257 1766",,,,,,,,,"403-257-1766","(403) 257-1766","4550 112","(403) 257-1736","403 257 1766",,,,,,,,,,"ChIJbTynW2B3cVMRHtCqIAey0VQ",,"T2C 2K2",,"16",,,"1503",,,,,,"2026-04-18T17:36:26.141Z","https://www.petetheplumber.com/","https://www.petetheplumber.com/contact/","https://www.petetheplumber.com/#","https://www.petetheplumber.com/","https://www.petetheplumber.com/blog/","https://www.google.com/maps/search/plumber/@50.94138981351432,-113.88334802444844,13z?hl=en","plumber","AB","14, 4550 112 Avenue Southeast",,"false",,,"Pete the Plumber","4.5","https://twitter.com/Petetheplumber8","https://www.google.com/maps/search/?api=1&query=Pete%20the%20Plumber&query_place_id=ChIJbTynW2B3cVMRHtCqIAey0VQ","https://www.petetheplumber.com/",,"youtube.com/vi","https://www.youtube.com/watch?v=ItPGEeQSyQE","https://www.youtube.com/embed/ItPGEeQSyQE","https://www.youtube.com/c/PeteThePlumberCalgary"
,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumber","Drainage service","Service establishment","Hot water system supplier",,,,,,,"Plumber",,,"11664823811147431649",,"false",,"0",,"drdplumbing.com",,,,,,,,,"0x53717777d77b7687:0xa1e1c7740ef5fee1",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmgMgJCvbcQykyiiMN0GMShgLh2VxUnHVo_sauyfor7PC3gfHajiZ1nrQqp4wW53wiQ_K9svQtiqOdDHDwb623dhz7DPztm9XQBXoIaQ8ZbO8w9OCQqqWREOFbJb50kOVRmZ-p=w408-h612-k-no","8",,,"false","/g/11b5wm7vxt","en",,,"51.0125833","-114.1924194",,,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 403-807-3356","+14038073356",,,,,,,,,,,,"403.807.3356","403.279.3078",,,,,,,,,,,,,"ChIJh3Z713d3cVMR4f71DnTH4aE",,,,"11",,,"31",,,,,,"2026-04-18T17:36:26.139Z","http://drdplumbing.com/","http://drdplumbing.com/contact.html","http://drdplumbing.com/index.html","http://drdplumbing.com/products.html","http://drdplumbing.com/services.html","https://www.google.com/maps/search/plumber/@50.94138981351432,-113.88334802444844,13z?hl=en","plumber",,,,"false",,,"DRD Plumbing Ltd","4.8",,"https://www.google.com/maps/search/?api=1&query=DRD%20Plumbing%20Ltd&query_place_id=ChIJh3Z713d3cVMR4f71DnTH4aE","http://drdplumbing.com/",,,,,
